session_id,timestamp,traffic_source,campaign_id,device_type,landing_page_variant,geo_region,returning_visitor,session_duration_sec,scroll_depth_pct,num_clicks,sections_viewed,time_to_first_scroll_sec,form_started,form_field_interactions,converted,appointment_set
s_276754,2026-02-13 22:41:53,google,g_camp_0011,mobile,A,South,0,60.3,33.5,4,3,6.04,0,0,0,
s_568342,2026-02-06 20:10:08,facebook,fb_camp_0001,desktop,A,Midwest,0,31.4,64.6,7,4,5.46,0,0,0,
s_474413,2026-03-09 10:58:05,google,g_camp_0012,mobile,A,Northeast,1,31.5,58.7,6,3,0.87,0,0,0,
s_424858,2026-03-28 12:19:29,facebook,fb_camp_0002,mobile,B,Northeast,1,6.3,42.4,7,2,6.0,1,10,1,1.0
s_709869,2026-02-21 17:36:20,facebook,fb_camp_0001,mobile,A,West,0,28.3,30.4,1,5,12.96,0,0,0,
s_344147,2026-02-12 21:42:05,google,g_camp_0012,desktop,A,Midwest,0,90.2,87.0,10,5,6.76,1,4,0,
s_052194,2026-02-06 21:19:11,facebook,fb_camp_0001,desktop,B,South,0,98.7,45.1,7,5,3.38,0,0,0,
s_652073,2026-02-08 16:02:27,facebook,fb_camp_0002,desktop,B,South,0,60.2,30.4,4,2,3.36,0,0,0,
s_537295,2026-02-03 12:52:46,facebook,fb_camp_0002,mobile,B,Northeast,0,7.3,16.8,1,2,3.12,0,0,0,
s_080700,2026-03-03 18:27:58,google,g_camp_0011,mobile,B,South,0,11.6,68.8,3,5,1.55,1,3,0,
s_911098,2026-03-01 03:28:22,facebook,fb_camp_0001,mobile,B,Northeast,0,10.8,34.3,0,3,15.69,0,0,0,
s_845847,2026-02-23 03:18:24,facebook,fb_camp_0001,mobile,B,Northeast,1,39.7,26.8,1,2,5.51,0,0,0,
s_294137,2026-02-14 11:25:58,facebook,fb_camp_0003,tablet,B,Midwest,0,8.0,6.7,1,1,6.7,0,0,0,
s_200919,2026-03-03 11:35:21,google,g_camp_0011,desktop,B,West,0,81.7,79.8,8,4,2.36,1,2,0,
s_040863,2026-02-08 04:07:56,facebook,fb_camp_0002,mobile,A,Midwest,1,13.8,27.0,5,0,5.58,0,0,0,
s_985367,2026-02-16 04:53:33,facebook,fb_camp_0002,mobile,B,West,0,9.7,0.0,0,1,3.67,0,0,0,
s_653634,2026-02-11 15:56:36,google,g_camp_0012,mobile,B,West,0,32.5,40.5,7,1,9.5,0,0,0,
s_891918,2026-02-11 08:02:38,facebook,fb_camp_0007,mobile,B,Northeast,0,8.0,4.9,20,1,1.44,0,0,0,
s_857384,2026-03-13 15:14:36,google,g_camp_0012,mobile,B,South,0,19.7,26.8,2,0,6.09,0,0,0,
s_040946,2026-02-19 19:47:21,facebook,fb_camp_0003,mobile,A,South,0,11.4,16.2,1,1,10.77,0,0,0,
s_110062,2026-03-10 02:20:34,google,g_camp_0011,desktop,B,West,1,144.2,84.1,10,5,2.88,1,7,1,1.0
s_901827,2026-03-16 23:57:28,facebook,fb_camp_0001,mobile,B,South,0,73.8,34.0,2,3,3.95,0,0,0,
s_784963,2026-03-18 17:23:52,facebook,fb_camp_0001,mobile,A,South,0,4.5,36.1,3,2,2.58,0,0,0,
s_764353,2026-03-26 09:14:39,google,g_camp_0012,desktop,A,Northeast,0,93.6,35.1,4,5,2.77,0,0,0,
s_929086,2026-02-12 10:15:36,facebook,fb_camp_0003,tablet,B,West,0,21.7,32.1,4,3,3.95,0,0,0,
s_650693,2026-02-15 19:26:50,facebook,fb_camp_0001,mobile,B,Northeast,1,48.8,43.6,3,2,4.6,0,0,0,
s_259794,2026-02-27 00:11:31,google,g_camp_0013,mobile,B,South,0,82.0,59.2,4,5,5.27,0,0,0,
s_840531,2026-02-14 14:24:57,facebook,fb_camp_0001,desktop,A,Midwest,1,17.3,7.4,1,3,4.49,0,0,0,
s_087236,2026-02-28 07:54:18,facebook,fb_camp_0007,mobile,B,Northeast,0,0.8,4.4,62,0,1.2,0,0,0,
s_313579,2026-03-05 07:37:18,google,g_camp_0012,mobile,B,South,0,128.0,41.8,2,2,2.26,0,0,0,
s_595982,2026-03-24 06:52:25,facebook,fb_camp_0002,desktop,A,Midwest,0,50.3,27.8,2,0,7.76,0,0,0,
s_985250,2026-03-04 14:04:33,facebook,fb_camp_0007,mobile,B,Northeast,0,7.5,0.0,25,1,0.64,0,0,0,
s_546489,2026-02-15 14:52:53,google,g_camp_0011,mobile,B,Midwest,0,19.1,15.2,5,2,6.18,0,0,0,
s_354465,2026-03-26 10:51:22,facebook,fb_camp_0001,mobile,A,South,0,29.2,8.8,2,2,9.65,0,0,0,
s_037391,2026-03-17 21:17:49,google,g_camp_0011,mobile,B,Midwest,0,29.7,72.2,10,5,9.26,0,0,0,
s_324785,2026-03-16 06:24:14,facebook,fb_camp_0001,mobile,B,Northeast,0,31.6,18.5,1,3,3.25,0,0,0,
s_958253,2026-03-24 15:26:21,facebook,fb_camp_0002,desktop,B,West,1,67.4,54.6,3,7,4.48,0,0,0,
s_447365,2026-03-12 23:56:37,facebook,fb_camp_0002,mobile,B,South,0,16.4,20.8,1,1,8.68,0,0,0,
s_531162,2026-02-07 01:06:00,facebook,fb_camp_0002,mobile,B,West,0,7.2,20.1,2,0,13.45,0,0,0,
s_855016,2026-03-10 09:05:09,google,g_camp_0013,mobile,A,West,0,29.0,66.1,6,3,0.99,0,0,0,
s_483120,2026-03-05 11:04:40,facebook,fb_camp_0003,mobile,B,Northeast,0,27.8,0.0,2,3,4.0,1,2,0,
s_827207,2026-02-08 03:39:02,google,g_camp_0011,mobile,B,South,0,11.7,59.1,5,4,4.87,0,0,0,
s_829109,2026-03-02 11:02:29,facebook,fb_camp_0002,mobile,B,Midwest,0,5.6,35.9,4,4,6.99,0,0,0,
s_021023,2026-03-20 14:07:42,facebook,fb_camp_0002,mobile,B,Midwest,0,8.2,0.0,1,0,8.26,0,0,0,
s_574191,2026-02-15 10:13:07,facebook,fb_camp_0002,mobile,B,Midwest,0,12.3,37.4,0,3,7.09,0,0,0,
s_365516,2026-03-26 04:02:29,google,g_camp_0011,mobile,A,Northeast,0,16.3,0.0,4,3,3.46,0,0,0,
s_776485,2026-03-21 09:22:40,facebook,fb_camp_0003,mobile,A,Northeast,0,6.7,32.7,3,1,12.54,1,5,0,
s_773107,2026-03-12 02:46:28,google,g_camp_0012,mobile,B,Northeast,0,37.0,18.4,2,5,3.78,0,0,0,
s_374041,2026-03-11 22:22:10,facebook,fb_camp_0002,mobile,B,South,0,30.2,0.0,5,2,3.68,0,0,0,
s_943848,2026-02-23 06:35:19,facebook,fb_camp_0001,mobile,B,West,0,18.7,28.5,1,4,7.75,0,0,0,
s_899999,2026-02-22 03:04:04,google,g_camp_0013,mobile,B,West,0,94.6,40.7,10,4,4.16,0,0,0,
s_383682,2026-03-18 08:52:56,google,g_camp_0012,desktop,A,Midwest,0,106.3,45.2,2,3,5.18,0,0,0,
s_895507,2026-02-20 03:52:36,google,g_camp_0012,desktop,A,Northeast,0,89.6,66.7,8,4,1.61,0,0,0,
s_223634,2026-03-27 20:50:12,facebook,fb_camp_0002,mobile,B,Northeast,0,25.2,49.5,6,2,4.44,0,0,0,
s_033698,2026-03-28 19:44:27,facebook,fb_camp_0001,mobile,B,South,0,13.1,33.9,3,3,4.52,0,0,0,
s_186126,2026-02-20 17:58:23,facebook,fb_camp_0001,mobile,B,Northeast,0,23.4,19.6,2,0,9.43,0,0,0,
s_115574,2026-03-01 19:08:44,facebook,fb_camp_0003,desktop,A,West,0,21.7,29.2,10,5,1.68,0,0,0,
s_803912,2026-03-21 20:30:52,facebook,fb_camp_0003,mobile,B,South,0,85.1,73.4,7,2,2.0,0,0,0,
s_238809,2026-02-12 13:38:29,facebook,fb_camp_0002,desktop,B,South,0,404.7,97.2,7,5,2.19,0,0,0,
s_510902,2026-02-10 22:15:56,facebook,fb_camp_0001,mobile,B,West,0,24.3,23.2,4,2,13.47,0,0,0,
s_464413,2026-03-03 11:02:36,google,g_camp_0011,mobile,A,Northeast,1,18.7,,2,1,3.42,0,0,0,
s_847891,2026-02-19 13:05:13,facebook,fb_camp_0001,mobile,B,West,1,24.4,29.6,4,1,7.61,0,0,0,
s_411839,2026-02-22 10:52:09,facebook,fb_camp_0003,desktop,B,Midwest,0,32.4,21.2,2,2,,0,0,0,
s_552830,2026-02-17 19:52:49,facebook,fb_camp_0001,mobile,A,South,0,11.4,9.8,1,2,10.1,0,0,0,
s_012984,2026-02-26 19:37:37,google,g_camp_0013,mobile,B,Northeast,0,26.4,73.9,4,3,3.84,0,0,0,
s_283526,2026-03-20 05:23:58,google,g_camp_0013,mobile,A,West,0,178.9,100.0,10,6,0.93,1,3,0,
s_811535,2026-02-17 06:03:36,google,g_camp_0011,desktop,A,Northeast,0,111.3,69.6,3,4,2.16,0,0,0,
s_955631,2026-03-07 21:11:41,facebook,fb_camp_0002,mobile,B,Northeast,0,3.0,29.3,4,0,7.41,1,3,0,
s_365278,2026-02-09 00:28:47,facebook,fb_camp_0003,desktop,B,Midwest,1,27.2,21.7,1,4,4.75,0,0,0,
s_208712,2026-03-08 05:06:43,facebook,fb_camp_0001,mobile,B,Northeast,0,4.1,18.2,2,1,7.08,0,0,0,
s_490932,2026-03-24 08:46:20,facebook,fb_camp_0001,mobile,B,Midwest,0,150.9,17.4,6,2,4.68,0,0,0,
s_126612,2026-03-24 04:54:20,facebook,fb_camp_0001,mobile,B,Northeast,1,14.5,36.8,4,2,6.1,0,0,0,
s_465318,2026-02-02 02:30:51,google,g_camp_0013,mobile,B,West,0,11.1,10.1,5,1,10.44,0,0,0,
s_856720,2026-03-12 05:23:01,google,g_camp_0013,mobile,B,South,0,99.7,16.9,1,5,4.01,0,0,0,
s_183116,2026-03-19 00:59:00,google,g_camp_0012,mobile,B,Midwest,0,10.2,13.0,0,2,3.75,0,0,0,
s_102492,2026-03-05 23:49:17,facebook,fb_camp_0007,mobile,B,Northeast,0,8.1,4.1,74,0,1.11,0,0,0,
s_233056,2026-03-26 05:08:08,facebook,fb_camp_0007,mobile,A,Northeast,0,3.1,5.2,32,1,1.42,0,0,0,
s_981200,2026-03-24 13:54:55,facebook,fb_camp_0001,mobile,A,South,1,13.4,56.3,4,2,3.39,0,0,0,
s_488113,2026-02-05 05:36:06,facebook,fb_camp_0002,mobile,B,Midwest,0,9.0,11.9,1,1,7.61,0,0,0,
s_681739,2026-03-01 12:28:00,facebook,fb_camp_0001,desktop,A,West,0,91.5,48.7,1,3,4.46,0,0,0,
s_319618,2026-02-24 20:27:44,google,g_camp_0011,desktop,B,South,1,53.7,100.0,8,9,3.88,1,9,1,1.0
s_806993,2026-03-20 10:53:29,facebook,fb_camp_0002,mobile,B,South,1,6.7,11.7,2,0,7.41,0,0,0,
s_614730,2026-03-28 18:40:13,facebook,fb_camp_0007,mobile,B,Midwest,0,7.4,4.6,46,0,0.7,0,0,0,
s_572953,2026-03-27 06:47:21,google,g_camp_0013,mobile,B,Midwest,0,95.3,78.7,6,4,4.1,1,4,0,
s_001607,2026-03-08 07:58:31,facebook,fb_camp_0002,desktop,B,Midwest,0,68.0,69.2,2,4,6.52,0,0,0,
s_197445,2026-02-21 19:38:17,facebook,fb_camp_0002,mobile,A,South,0,35.3,37.9,1,2,5.83,0,0,0,
s_383242,2026-03-02 12:47:48,google,g_camp_0011,mobile,A,South,0,49.4,28.8,5,1,5.23,0,0,0,
s_810695,2026-03-26 20:36:27,google,g_camp_0011,desktop,B,South,1,16.9,58.7,4,1,1.95,1,2,0,
s_294248,2026-02-15 15:24:48,google,g_camp_0011,desktop,B,Midwest,0,62.4,,3,0,4.63,0,0,0,
s_440665,2026-03-02 06:37:31,google,g_camp_0011,desktop,B,Northeast,0,134.6,89.8,10,7,0.9,1,10,1,0.0
s_155749,2026-02-27 15:57:29,facebook,fb_camp_0001,desktop,B,West,0,21.2,56.0,5,6,3.06,0,0,0,
s_878349,2026-03-08 12:51:32,facebook,fb_camp_0002,mobile,B,South,0,105.0,43.0,5,5,3.24,1,7,1,0.0
s_287499,2026-03-28 13:32:48,facebook,fb_camp_0002,mobile,B,Northeast,0,22.1,3.8,2,1,16.02,0,0,0,
s_691110,2026-02-27 23:50:44,google,g_camp_0011,mobile,A,South,0,19.6,48.1,5,5,14.73,0,0,0,
s_279289,2026-02-05 16:19:16,facebook,fb_camp_0001,mobile,B,South,0,15.8,20.7,0,2,4.59,0,0,0,
s_980127,2026-02-19 01:29:58,google,g_camp_0011,mobile,B,West,0,14.1,61.9,2,4,2.43,0,0,0,
s_952179,2026-02-09 13:03:52,facebook,fb_camp_0001,desktop,A,Northeast,0,75.0,44.1,6,2,3.58,0,0,0,
s_210267,2026-03-12 04:47:15,facebook,fb_camp_0001,mobile,B,Midwest,0,30.9,36.6,4,2,2.85,0,0,0,
s_494467,2026-02-19 16:57:54,facebook,fb_camp_0002,mobile,B,Midwest,0,7.0,0.0,0,2,,0,0,0,
s_208690,2026-03-18 23:38:41,facebook,fb_camp_0001,desktop,B,Northeast,0,70.0,43.2,8,2,6.23,0,0,0,
s_964932,2026-03-04 11:47:00,google,g_camp_0013,mobile,B,South,1,106.6,46.5,3,3,2.66,0,0,0,
s_279219,2026-02-04 02:50:29,facebook,fb_camp_0002,mobile,A,West,0,10.5,14.6,2,1,5.83,0,0,0,
s_834286,2026-03-13 11:55:19,google,g_camp_0013,mobile,B,Midwest,0,99.5,76.0,3,4,2.31,0,0,0,
s_377545,2026-03-05 13:00:56,google,g_camp_0013,desktop,A,Northeast,1,126.2,66.3,9,6,8.31,0,0,0,
s_132008,2026-02-07 23:54:56,google,g_camp_0012,desktop,A,South,1,27.9,99.3,10,5,1.22,1,6,1,1.0
s_110331,2026-03-03 21:45:03,facebook,fb_camp_0003,mobile,B,West,0,10.7,31.5,3,3,5.02,0,0,0,
s_601231,2026-02-19 05:08:38,google,g_camp_0013,desktop,A,West,0,58.8,38.9,4,4,3.87,0,0,0,
s_923790,2026-03-21 17:25:57,google,g_camp_0012,desktop,A,South,0,33.1,76.0,9,3,6.22,0,0,0,
s_752442,2026-03-11 20:22:34,facebook,fb_camp_0003,desktop,A,South,0,41.2,49.1,1,3,8.54,0,0,0,
s_223830,2026-02-17 23:12:56,facebook,fb_camp_0002,mobile,B,South,0,7.3,0.0,2,1,8.19,0,0,0,
s_654126,2026-03-11 03:56:13,facebook,fb_camp_0003,mobile,B,South,0,112.8,31.2,3,2,3.82,1,1,0,
s_220848,2026-02-23 01:36:08,facebook,fb_camp_0007,desktop,A,West,0,8.8,0.5,64,0,1.01,0,0,0,
s_337568,2026-03-17 06:14:21,google,g_camp_0013,mobile,B,Midwest,0,85.8,43.5,4,5,2.44,1,2,0,
s_672243,2026-02-03 08:39:02,google,g_camp_0013,mobile,A,Midwest,1,117.7,61.3,3,3,10.01,0,0,0,
s_852940,2026-03-28 06:11:13,google,g_camp_0011,desktop,A,South,0,60.1,94.0,10,6,4.2,1,2,0,
s_846973,2026-03-23 05:14:42,facebook,fb_camp_0001,mobile,A,Northeast,0,50.7,30.2,3,2,7.37,0,0,0,
s_391363,2026-03-05 04:25:57,google,g_camp_0011,mobile,B,South,0,50.0,64.1,8,5,1.78,0,0,0,
s_426082,2026-02-09 02:49:49,facebook,fb_camp_0002,mobile,B,South,0,44.9,33.2,0,3,7.77,0,0,0,
s_115748,2026-03-09 00:29:51,facebook,fb_camp_0003,mobile,B,South,0,36.2,19.5,4,2,9.6,0,0,0,
s_283944,2026-03-12 00:25:26,facebook,fb_camp_0003,mobile,B,West,0,28.0,16.2,1,3,8.6,0,0,0,
s_073431,2026-02-28 10:59:59,google,g_camp_0012,desktop,A,West,1,125.1,68.5,10,8,4.19,1,4,0,
s_325403,2026-03-06 19:34:16,facebook,fb_camp_0001,mobile,B,Northeast,0,49.3,35.9,1,0,6.78,0,0,0,
s_393418,2026-03-03 00:28:03,google,g_camp_0013,mobile,B,Midwest,1,107.2,58.8,10,3,3.72,0,0,0,
s_448270,2026-02-05 00:52:51,google,g_camp_0012,mobile,B,Midwest,0,47.6,40.3,3,1,2.55,0,0,0,
s_619240,2026-02-28 22:10:04,google,g_camp_0012,tablet,A,South,1,115.3,17.4,3,3,7.98,0,0,0,
s_265551,2026-03-10 07:40:52,google,g_camp_0012,desktop,A,South,1,28.3,26.6,5,4,10.14,0,0,0,
s_581682,2026-03-16 21:26:37,facebook,fb_camp_0002,desktop,B,South,1,84.8,42.9,5,4,4.11,1,5,0,
s_151261,2026-02-27 07:36:56,google,g_camp_0012,desktop,A,Midwest,0,134.3,39.3,5,7,2.24,0,0,0,
s_329582,2026-02-18 13:06:41,facebook,fb_camp_0001,mobile,B,South,0,7.0,36.6,0,2,2.71,0,0,0,
s_291116,2026-02-23 08:49:16,facebook,fb_camp_0001,mobile,B,Northeast,0,37.4,23.3,3,3,11.33,0,0,0,
s_344112,2026-02-13 21:09:06,google,g_camp_0013,mobile,A,Northeast,0,27.6,1.4,0,0,7.03,0,0,0,
s_362011,2026-03-25 14:57:49,facebook,fb_camp_0002,desktop,B,Midwest,0,85.4,1.7,2,3,9.98,0,0,0,
s_961441,2026-02-12 03:05:43,google,g_camp_0012,mobile,B,West,0,21.3,47.7,7,2,7.08,0,0,0,
s_329789,2026-02-16 23:31:05,google,g_camp_0011,mobile,B,Northeast,0,40.7,58.9,2,4,3.66,0,0,0,
s_668718,2026-03-27 16:07:40,google,g_camp_0011,mobile,B,Midwest,0,8.8,0.0,0,3,3.41,0,0,0,
s_238165,2026-03-27 14:10:07,facebook,fb_camp_0003,mobile,B,South,0,11.3,0.0,1,0,10.18,0,0,0,
s_272986,2026-03-20 22:00:00,facebook,fb_camp_0001,desktop,A,West,0,18.7,67.3,2,2,5.7,0,0,0,
s_542072,2026-02-03 05:49:46,google,g_camp_0011,desktop,A,West,0,42.5,70.3,7,4,3.3,0,0,0,
s_044860,2026-03-07 06:29:20,facebook,fb_camp_0003,mobile,B,Midwest,0,20.5,51.2,3,6,10.02,1,10,1,1.0
s_770170,2026-03-19 14:14:09,google,g_camp_0012,desktop,A,South,0,128.4,39.0,2,5,4.08,0,0,0,
s_215387,2026-02-25 21:32:14,google,g_camp_0011,mobile,A,Northeast,0,20.4,21.3,3,4,4.67,0,0,0,
s_520640,2026-02-09 00:04:28,google,g_camp_0011,mobile,B,West,0,17.8,56.3,7,5,2.6,0,0,0,
s_500329,2026-02-28 06:03:18,facebook,fb_camp_0001,desktop,A,Midwest,1,59.2,71.6,6,3,2.06,0,0,0,
s_576800,2026-02-23 04:16:14,google,g_camp_0011,mobile,A,Midwest,0,57.2,46.8,4,3,3.04,0,0,0,
s_898551,2026-02-23 14:45:12,facebook,fb_camp_0002,desktop,A,Midwest,0,11.1,39.3,2,3,2.55,0,0,0,
s_997704,2026-03-05 05:38:10,facebook,fb_camp_0003,desktop,B,Midwest,0,22.4,21.1,5,2,,0,0,0,
s_421844,2026-03-28 19:39:35,facebook,fb_camp_0003,desktop,A,South,0,228.9,51.7,2,1,3.75,0,0,0,
s_537140,2026-02-11 00:41:51,facebook,fb_camp_0002,mobile,B,Northeast,1,59.8,0.0,0,3,12.04,0,0,0,
s_271009,2026-02-14 04:26:11,google,g_camp_0011,desktop,A,South,0,205.8,75.3,6,6,2.07,1,3,0,
s_374428,2026-02-03 09:45:33,facebook,fb_camp_0003,mobile,B,West,0,18.3,54.8,0,1,6.57,0,0,0,
s_523717,2026-03-02 09:43:50,facebook,fb_camp_0002,mobile,A,South,0,27.8,18.4,2,4,5.74,0,0,0,
s_167130,2026-03-17 10:02:09,facebook,fb_camp_0003,desktop,B,Midwest,1,12.7,36.2,4,2,4.06,0,0,0,
s_277256,2026-02-05 06:15:51,facebook,fb_camp_0002,mobile,B,West,1,16.8,0.0,0,5,7.43,1,3,0,
s_663066,2026-02-22 03:37:20,facebook,fb_camp_0001,mobile,B,Northeast,0,9.8,0.0,0,0,7.72,0,0,0,
s_693679,2026-03-09 03:52:20,google,g_camp_0011,mobile,B,South,0,23.8,33.0,3,6,3.72,1,2,0,
s_783807,2026-02-06 14:26:44,google,g_camp_0013,mobile,B,Northeast,0,30.1,33.1,4,4,3.71,0,0,0,
s_161113,2026-03-24 14:14:53,facebook,fb_camp_0001,desktop,A,Midwest,0,103.7,65.6,6,3,2.81,0,0,0,
s_026857,2026-02-24 15:51:00,facebook,fb_camp_0001,desktop,B,Northeast,0,19.5,39.6,4,1,8.62,0,0,0,
s_966576,2026-02-08 14:56:56,google,g_camp_0011,desktop,A,West,0,108.9,54.4,10,6,6.5,0,0,0,
s_644139,2026-03-06 19:14:52,facebook,fb_camp_0001,desktop,A,South,0,9.2,35.1,4,2,2.71,0,0,0,
s_354302,2026-02-16 22:10:56,facebook,fb_camp_0001,mobile,A,Northeast,0,16.0,22.5,1,3,6.6,0,0,0,
s_208936,2026-03-12 03:41:27,google,g_camp_0013,mobile,B,South,0,18.0,43.7,3,2,4.61,0,0,0,
s_089164,2026-02-19 13:12:25,google,g_camp_0011,mobile,B,Midwest,0,41.6,42.6,10,6,4.79,1,3,0,
s_251422,2026-03-25 15:24:00,facebook,fb_camp_0003,mobile,B,Northeast,0,89.1,39.2,2,5,3.96,0,0,0,
s_439937,2026-03-24 20:44:42,google,g_camp_0011,desktop,A,South,1,63.2,78.3,6,5,5.94,0,0,0,
s_172068,2026-03-05 21:57:36,facebook,fb_camp_0001,mobile,B,South,0,10.9,22.8,2,2,4.21,0,0,0,
s_017238,2026-02-11 20:44:52,facebook,fb_camp_0001,mobile,A,Northeast,0,22.8,4.2,3,0,8.34,0,0,0,
s_362294,2026-03-27 01:55:11,google,g_camp_0012,desktop,A,Northeast,1,115.1,92.2,4,7,1.64,0,0,0,
s_076143,2026-03-20 01:24:53,facebook,fb_camp_0001,mobile,A,Midwest,1,10.0,0.0,0,0,11.31,0,0,0,
s_530993,2026-02-06 01:12:03,facebook,fb_camp_0007,desktop,A,Northeast,0,8.4,2.0,19,1,0.72,0,0,0,
s_231919,2026-03-17 21:36:23,google,g_camp_0013,mobile,B,West,0,12.0,44.8,4,3,3.48,1,4,0,
s_481697,2026-02-20 20:10:35,facebook,fb_camp_0002,mobile,B,Northeast,0,34.3,31.2,0,0,8.85,0,0,0,
s_505976,2026-02-04 02:00:41,google,g_camp_0012,mobile,B,West,0,13.2,18.9,5,3,15.95,0,0,0,
s_474628,2026-02-23 10:45:43,facebook,fb_camp_0002,mobile,B,Midwest,0,27.1,30.9,4,1,6.98,0,0,0,
s_875388,2026-02-07 06:12:14,google,g_camp_0013,mobile,B,South,0,65.1,46.4,2,1,5.65,0,0,0,
s_104038,2026-02-12 19:01:28,google,g_camp_0011,mobile,A,Northeast,0,61.0,81.6,3,3,5.21,0,0,0,
s_139627,2026-03-18 07:13:55,facebook,fb_camp_0001,tablet,A,Northeast,1,39.1,45.1,4,4,2.29,0,0,0,
s_355434,2026-03-03 12:08:39,facebook,fb_camp_0002,mobile,B,West,0,14.4,8.0,2,0,5.88,0,0,0,
s_689420,2026-02-20 04:47:40,google,g_camp_0011,tablet,B,Northeast,0,47.0,39.4,5,7,3.71,1,4,0,
s_147893,2026-02-22 09:22:31,facebook,fb_camp_0003,desktop,A,South,0,21.4,66.4,7,4,3.32,0,0,0,
s_840428,2026-03-15 02:08:40,facebook,fb_camp_0003,desktop,B,South,0,115.3,26.8,8,5,3.26,1,8,1,1.0
s_245415,2026-02-20 09:31:45,google,g_camp_0013,mobile,B,West,0,56.1,65.4,4,8,5.53,1,3,0,
s_698651,2026-03-21 08:10:16,google,g_camp_0012,mobile,A,South,0,21.4,42.4,0,3,6.09,0,0,0,
s_225637,2026-02-25 09:26:57,facebook,fb_camp_0001,mobile,B,Northeast,0,14.1,2.8,1,0,7.46,0,0,0,
s_837074,2026-02-23 21:40:42,google,g_camp_0012,desktop,A,West,0,18.3,46.8,5,3,3.74,0,0,0,
s_947821,2026-02-27 18:00:11,google,g_camp_0013,mobile,A,West,0,12.6,25.6,1,2,10.6,0,0,0,
s_653733,2026-02-08 18:09:42,facebook,fb_camp_0002,mobile,B,South,0,14.8,6.5,1,0,10.21,0,0,0,
s_092153,2026-03-10 14:04:18,google,g_camp_0011,desktop,A,Midwest,0,56.8,74.5,6,4,2.77,1,3,0,
s_183146,2026-02-09 19:55:51,google,g_camp_0013,mobile,B,West,0,50.1,58.2,0,6,5.62,0,0,0,
s_017166,2026-03-23 19:42:05,google,g_camp_0012,mobile,B,South,0,58.8,74.4,5,3,2.36,0,0,0,
s_855292,2026-03-14 08:37:36,facebook,fb_camp_0007,mobile,B,Northeast,0,7.0,3.2,75,1,1.07,0,0,0,
s_353427,2026-03-04 01:22:32,facebook,fb_camp_0001,desktop,A,South,0,121.9,79.6,9,5,4.31,1,4,0,
s_490662,2026-03-09 03:34:30,facebook,fb_camp_0001,mobile,B,Northeast,0,21.8,24.8,3,4,8.98,0,0,0,
s_068002,2026-03-01 00:47:30,google,g_camp_0012,desktop,B,Northeast,0,30.0,32.5,5,2,3.01,0,0,0,
s_307053,2026-03-04 13:50:21,facebook,fb_camp_0002,tablet,B,Midwest,0,24.6,14.6,2,2,5.85,0,0,0,
s_478325,2026-03-10 09:33:15,google,g_camp_0012,desktop,A,Northeast,0,251.5,56.5,8,6,4.11,1,1,0,
s_329722,2026-02-03 13:38:16,google,g_camp_0011,tablet,A,South,1,7.9,45.4,6,5,8.04,0,0,0,
s_324432,2026-02-02 19:48:10,facebook,fb_camp_0002,desktop,A,West,1,109.4,100.0,8,4,1.16,0,0,0,
s_204908,2026-02-12 06:16:39,facebook,fb_camp_0003,mobile,B,South,0,20.3,9.6,1,0,19.6,0,0,0,
s_400130,2026-02-06 02:26:22,google,g_camp_0012,tablet,A,Northeast,0,58.3,69.5,5,2,3.75,0,0,0,
s_196125,2026-02-11 01:46:16,google,g_camp_0012,mobile,A,Northeast,0,43.0,61.4,5,4,3.3,0,0,0,
s_243078,2026-02-09 13:38:55,facebook,fb_camp_0001,mobile,B,West,1,26.0,7.6,2,1,11.29,0,0,0,
s_318782,2026-03-18 07:25:44,google,g_camp_0011,mobile,A,Midwest,0,34.5,53.8,9,2,1.26,1,2,0,
s_182229,2026-02-17 23:40:47,facebook,fb_camp_0001,mobile,B,Northeast,0,36.5,9.3,2,3,2.62,0,0,0,
s_267347,2026-03-06 02:59:08,facebook,fb_camp_0001,mobile,A,South,0,26.9,24.4,1,0,11.72,0,0,0,
s_563220,2026-02-27 23:40:53,facebook,fb_camp_0002,desktop,A,South,0,53.4,74.0,5,2,1.4,0,0,0,
s_534116,2026-03-25 16:48:44,google,g_camp_0012,desktop,A,West,0,62.2,81.7,7,7,2.51,1,8,1,0.0
s_328408,2026-03-05 02:34:52,google,g_camp_0013,mobile,A,South,0,46.1,56.1,6,4,2.97,0,0,0,
s_259806,2026-02-28 03:57:18,facebook,fb_camp_0003,desktop,A,West,0,197.0,66.2,2,3,2.52,1,2,0,
s_266744,2026-03-02 18:30:43,google,g_camp_0011,mobile,A,West,0,64.8,61.3,6,6,2.3,0,0,0,
s_529475,2026-03-17 16:28:11,facebook,fb_camp_0002,desktop,A,South,0,59.6,37.7,4,3,1.75,0,0,0,
s_774797,2026-02-23 06:00:09,facebook,fb_camp_0002,mobile,B,South,0,147.1,29.7,3,5,5.88,0,0,0,
s_706333,2026-02-21 02:05:59,facebook,fb_camp_0003,desktop,B,South,1,48.3,50.8,4,4,2.98,0,0,0,
s_661243,2026-02-05 07:49:25,google,g_camp_0011,mobile,A,Northeast,0,186.3,43.0,3,4,2.02,0,0,0,
s_266621,2026-03-21 13:25:53,facebook,fb_camp_0007,mobile,B,South,1,4.4,1.0,11,1,1.37,0,0,0,
s_595753,2026-03-11 05:06:19,facebook,fb_camp_0002,mobile,B,South,0,20.7,22.9,3,0,7.71,0,0,0,
